col1	col2	col3	col4	col5
0	2872	4	周末方便过去看看	现在大港
0	2873	0	学位配套设施	黄村
0	2873	1	满几年	明天时间看看
0	2873	2	顶楼有税	您好之前咨询房源户型很优质时间去看看
0	2873	3	时间看房	好
0	2873	4	请问学校	问下
0	2874	0	附近公园	你好
0	2874	1	小区位置	公寓项目几个
0	2874	2	实验学校	各有优势
0	2874	3	满几年	过来看看
0	2874	4	最低价	😊
0	2875	0	电梯小学中学	满五唯一
0	2875	1	路上	你好
0	2875	2	您好想咨询远太大厦小区	好
1	2876	0	满几	东区全部高层
0	2876	1	价格能谈税点	考虑预算帮看看上海一手楼盘都做
0	2876	2	配套	看看不嘛
0	2876	3	看房方便	现在济南
0	2876	4	看看	地铁比较近
0	2877	0	能够看房	框架
0	2877	1	地方	六号有套四楼不错南北通透
0	2877	2	02户型03户型	看看
1	2878	0	精装	谈一点不房子买来直接4000好租
0	2878	1	这套房东装修	过户手续等到12月份办理
0	2878	2	说地下见到阳光	小区没有两房
0	2879	0	产权	14
0	2879	1	26冬天采光	处置多余房子
0	2879	2	价格还谈	😁
0	2880	0	橡树岭这套170多平复式最便宜钱	滨江边上直接收项目名字尚海湾豪庭
0	2880	1	这是几期	B10旁边
0	2880	2	挨着马路	见面房主聊
0	2880	3	首付	说套房
0	2880	4	满几	好哒现在方便
0	2881	0	其他费用议价空间	有产证
0	2881	1	带家具	没有满2年
0	2881	2	预约看房	先约房子
0	2882	0	区下证	报价 126满二
1	2882	1	带看看	不要实地看看
0	2882	2	首付没有税很少税	安排一下
0	2883	0	能谈	这是总价100万左右房子看看
0	2883	1	业主心里价格钱卖	40年产权
0	2883	2	房子几栋没有遮挡	小学南京市白云园小学
1	2884	0	税费几多	换房
0	2884	1	这种户型南北通	主要是因为大部分房源出租  看房确实不太随时
0	2884	2	装修VR看到样子	没进😊
0	2884	3	组合贷不行	业主买时便宜
0	2884	4	这栋学校	时间方便
0	2885	0	家具都打包	啥时候
1	2885	1	您好请问房子周边学校	一套毛坯不靠近川沙路
0	2885	2	115万包含家居家电	看 姐
0	2886	0	包大税	方便好
0	2886	1	是不是以前台北路小学	我加一下
0	2886	2	房屋买卖会赠予税	钥匙
0	2886	3	这房看	没有联系业主
0	2886	4	 宁宝小区配套更好	此房约克郡北区小高层
1	2887	0	这套房子产权证有没有	这是东郡目前性价比最高三室房源看一下
1	2887	1	能少不	业主住提前联系一下  随时看
0	2887	2	楼小区位置	选低楼层这房正合适过来实地看看房子
1	2888	0	房子优惠	12点30
0	2888	1	税不要	您好点击查看户型助手查看户型报告里面房子详细资料优缺点分析包括每个功能区面积采光空间尺度地段优缺劣势学校情况
0	2888	2	满几年	靠近苏食
0	2888	3	能够看房	两个娃都上
0	2888	4	靠路	价格估计房东接受不了
1	2889	0	房子谈价格	这套房子钥匙很方便带看
0	2889	1	小学中学学校	今天时间看看房子约一下
0	2889	2	现在几套看	首付45万左右
1	2890	0	明天上午看	有套贝壳评分9.99分好房子
0	2890	1	小区有没有对口学校	不是星海名城三期
0	2890	2	高税	户型房子
0	2891	0	初中	好
0	2891	1	您好请问房子周边学校	好
0	2891	2	学区	密云区
1	2892	0	您好想咨询招南小区小区	这套房子棕北读棕北小学棕北中学房子5楼目前出租看房提前预约
0	2892	1	您好请问房子周边学校	看房随时
0	2892	2	毛坯	贵姓
0	2893	0	有税	晚上好明天龙岗中心城有个新开楼盘均价37000左右80平3房总价290左右明天有没有时间
1	2893	1	平江中学分部本部	最多能谈一两万差不多
0	2893	2	阳光遮挡	没有满二
0	2893	3	满几年	留个电话哥姐
0	2893	4	按揭	找到适合房子
1	2894	0	采光	保持很好
0	2894	1	都房产证手上	您好
0	2894	2	68万能研究	方便联系可否加个微信PHONE电话微信不骚扰
0	2894	3	您好想咨询明天第一城7号院小区	名片点击名片复制联系方式方便留个电话方便后续推荐合适房子
0	2894	4	房子有时候看到有时候看不到官网上	亲巴中没有明天有莫得时间带看下房子
0	2895	0	首付	万业
1	2895	1	问问白天看不	业主国外
0	2895	2	您好正在看造甲南里房子	采光好
0	2895	3	太阳城花园房子	投资自主
0	2895	4	房东不肯降低价格	看看房子
1	2896	0	中午方便看看大概12点	德信东望新中宇维萨
1	2896	1	还讲价 😜	这套房子钥匙
0	2896	2	位置	您好北京链家统一收费居间服务费成交价2.2%保障服务费成交价0.5%一共2.7%
0	2897	0	套房满几年	称呼
0	2897	1	周边学校	一套朝东一层
0	2897	2	走挡	售后公房
0	2898	0	配套价位	这得问问房主
1	2898	1	二套税	一期
0	2898	2	大概满两年	学区房分梯队梯队不好买意义其实不高
1	2899	0	啥时候满两年	房子位置里面一点
0	2899	1	增值税	哈哈哈
0	2899	2	想问问套房	请问明天上午十点半
0	2899	3	其他费用议价空间	面积稍微小点
0	2899	4	疫情看	装修好
1	2900	0	看房	房子
0	2900	1	T2采光不知道咋样	试一下
0	2900	2	看	贝壳网上图片都真实图片100%真房源
1	2901	0	还讲价	降价空间
0	2901	1	房子两年	这房临街没电梯想看约
0	2901	2	这套便宜点	看一下
0	2901	3	都毛胚	 房主不包税
0	2901	4	晒得到阳光	买完以后随时卖
0	2902	0	税费预计	7楼户型2楼不
0	2902	1	业主想钱	一期1800弄小区南边
0	2902	2	户型西南是不是东南好点采光	考虑周边房子
1	2903	0	这房增值税	税6万5千6
1	2903	1	有证	税费不
0	2903	2	不知道议价空间	下午时间过来看一下这套房子
0	2904	0	房子靠顾戴路	有空去看
0	2904	1	承担税	景泰西里西区小区1居室觉得挺合适景泰西里西区新奥洋房挨着两个小区开发商建都中冶开发
0	2904	2	考虑后续配套	称呼
0	2904	3	最低钱	初中电脑随机派位
0	2904	4	您好正在看都市阳光名苑房子	有没有兴趣过来看一下
0	2905	0	户型介绍未满两年增质税	实地看房
0	2905	1	看	803804
0	2905	2	能够看房	大概知道小区位置
0	2906	0	其他费用议价空间	清水3房要找一下装修比较
1	2906	1	这是几期	落户
1	2906	2	您好想咨询星福家园小区	现在下来
0	2906	3	首付几成	😂😂😂
0	2906	4	明天有雨看看联系	虹桥小学虹桥二中
0	2907	0	不能公积金贷款	买自住投资
0	2907	1	套房源价格优惠空间	现在找两房
0	2907	2	看看	老师想看附近
0	2908	0	有个123平方 户型	距离285还差点继续沟通中
0	2908	1	临街	您好
0	2908	2	现在看房	对比确实二楼好
0	2909	0	周围配套	三楼
0	2909	1	公积金贷款	房东买入价530万
0	2909	2	套房还多个个税	两房330左右3房挂牌450万左右
0	2910	0	小区现在看房方便	不带
1	2910	1	600万能谈下来	没打通电话刚准备电话汇报没人接手机号码输错
0	2910	2	房子南北通透朝向写南	明天过来看看
1	2911	0	靠路	感觉
0	2911	1	买二手装修税	不是
0	2911	2	房子对应风湖里小学	三对口
1	2912	0	贷款	办
1	2912	1	家具家电都留	你好
0	2912	2	户型	中弘中弘广场考虑  住宅楼一居
0	2912	3	您好正在看家悦花园房子	学区过渡暂时实小加雨中
0	2912	4	您好想咨询星福家园小区	房子很优质满五唯一红本在手税费很低
1	2913	0	几村	欧泊万博CBD旁边
0	2913	1	户型	毛坯
0	2913	2	全款	留个手机号约好业主及时联系
1	2914	0	您好请问房子周边学校	上学校需要上海户口
0	2914	1	想看看	贷款
1	2914	2	113中学	进vr看看院子
0	2915	0	您好想了解海亮彩悦府即将上架3室房源报价	好加微信
1	2915	1	精装带家具	奥园唯一一套
1	2915	2	能够看房	明天上午10点左右
0	2916	0	能够看房	随便想要多大
0	2916	1	三期	契税
0	2916	2	毛坯交房	小学广州市天河区华景小学
0	2916	3	能够看房	评估价浮动
0	2916	4	看房子提前约	小区上实验二小永定分校
0	2917	0	再约几套一起看	户型都中间户
0	2917	1	和平一片区	4中9中
0	2917	2	6楼采光	后面工作问题打算卖掉
0	2917	3	您好请问房子周边学校	胶南
0	2917	4	中学	好
1	2918	0	这套问问最低谈到	4号户型
0	2918	1	首付大约	价格能谈具体见面
0	2918	2	小区新配套没有	点开图片逐一看看
0	2918	3	3301约看不了	现在买谈价钱好谈
0	2918	4	看看	出租租户没有回复客户看问都没有回复
0	2919	0	价格最低	去看
0	2919	1	您好请问户型优缺点	去银行
0	2919	2	税费预计	还剩灯美缝没弄完
0	2919	3	证件齐全	缺点客厅比较窄
0	2919	4	是否降价空间	富民大街乙三路交汇
0	2920	0	好看房最好	稍
0	2920	1	现在看	看看房
0	2920	2	688带车位	这套厨房明
0	2920	3	对口学区	小区总共分为五期开发
0	2920	4	南区北区	7楼房子
0	2921	0	几期	发个号码
1	2921	1	莱茵翠景毛坯0	有时没办法及时回
0	2921	2	下周想来看一下	泰山小学
1	2922	0	有税	按揭先定金
1	2922	1	毛坯	不先看看房子
0	2922	2	中学小学	陶然亭相对不紧张陶小宣武少年宫占
0	2922	3	您好请问户型优缺点	照片还没去拍拍第一时间发
0	2922	4	情况	还不知道贵姓
0	2923	0	采光	房东现在没时间送钥匙过来我要去钥匙绿地需要多久
0	2923	1	附近没什么好学校	目前不带税费485万有可能能卖
0	2923	2	找几套看看	您好
1	2924	0	套房还看	 成交上不了
1	2924	1	房屋买卖会赠予税	😁
0	2924	2	了解金域华府套2房源	姐明天白天租客时间不太方便
0	2925	0	您好请问房子周边学校	考虑买大面积
0	2925	1	中学	小区一套带你去看下
1	2926	0	装修	二期
0	2926	1	税	我加微信
0	2926	2	对口小学	小区读金州小学星辰中学
1	2927	0	采光	税费2个点
0	2927	1	麻烦带看一下这套房子	好邹总时见
0	2927	2	光线不好	5栋户型
0	2927	3	您好正在看金海花园房子	看湖效果最好
0	2928	0	家具	这套顶楼装修好
0	2928	1	税费很高	您好之前咨询房源户型很优质时间去看看
0	2928	2	这是18户户型	套房随时看
0	2928	3	价格优惠不	五年少点税
0	2928	4	几期	房子
0	2929	0	房本几年	按揭全款
0	2929	1	9万多税	房东说9点
0	2929	2	合适房子介绍下	6成
0	2929	3	有没有网点	税大概3万多
1	2930	0	钱能卖768	18年交房小区人车分流
0	2930	1	楼盘附近设施	不临街总价稍高些
0	2930	2	您好请问户型优缺点	不会按网签价来算
0	2931	0	现在疫情期间看房子	公园楼下商场
1	2931	1	不要去看房	航天一中
0	2931	2	到时候看看	我线上带看看房
0	2932	0	说最低价不可议没联系	业主目前挂价看到喜欢再找业主谈谈
0	2932	1	其他费用议价空间	稍
0	2932	2	棁情况	业主说落户
0	2932	3	套房源价格优惠空间	看房子有大税
0	2932	4	价格能谈税点	周边民办中学徐汇区四大民办中学西南位育
0	2933	0	房东贷款情况	早上好
1	2933	1	有税	看不见手机号
0	2933	2	阳光	点
1	2934	0	最低	考虑大面积
0	2934	1	一会看	小区毛坯交付考虑带装修
0	2934	2	大概户型	刚挂牌
0	2935	0	南区北区	初中北京市二十中
0	2935	1	大概降	西南方向
0	2935	2	好房子马路不	燕灵路小学第三实验中学
1	2936	0	税费下来	螺岭外国语和文锦中学
1	2936	1	房源情况都真实	没有下来
0	2936	2	小区几期房子	718万
1	2937	0	看房子都	您好之前咨询华侨新村小区新上房源不知道是否感兴趣
0	2937	1	小学	没有
0	2937	2	今年已经几年	详细告诉
1	2938	0	不满税要交	好
1	2938	1	看看	学校南边山师附小雅居园南校区
1	2938	2	您好想咨询金桥商务公寓小区	考虑新城时代公寓 考虑住投资
1	2939	0	看房方便	满五唯一契税
0	2939	1	想看下房子	方便留个电话
0	2939	2	橡树岭这套170多平复式最便宜钱	我线上带看看
0	2939	3	收首付大概钱	网签价210大概29万左右
0	2939	4	装修	一套卖
0	2940	0	釆光方面	不
0	2940	1	2000万能下来	主要挂牌都高客户不是首选意向出价都不高现在买房客户都对比出价想帮卖好价格行情不允许
0	2940	2	能够看房	请问考虑居室
1	2941	0	房子带装修	感谢您咨询链家NAME感谢信任选择链家房产疑问随时联系PHONE 随时竭诚为您服务祝您家人身体健康生活愉快
1	2941	1	您好请问房子周边学校	请问帮
0	2941	2	多久能满二	总价
0	2942	0	这房钱能谈	😁😁
0	2942	1	这是户型	税费2.76
0	2942	2	首付钱	想考虑大面积
0	2942	3	您好 南北通透	小区对面隔锦江现在桥马上通10分钟步行学校
0	2942	4	这是西里	满两年
1	2943	0	考虑后续配套	考虑一期两房
0	2943	1	学校随便读嘛	感谢您信任您好贝壳欢家居陶玲来自武汉阳逻很高兴为您服务
1	2943	2	契税几个点赠与	风四季新上17层
1	2944	0	您好想咨询郡望花园南区小区	看特殊情况
0	2944	1	看房子	这套加上增值税很便宜
0	2944	2	能够看房	东苑读学校
0	2944	3	明天看嘛	3小区买卖
0	2944	4	其他费用议价空间	20万左右
0	2945	0	一层方便看都看看	买进42万
1	2945	1	满两年增值税	打电话问一下
1	2946	0	深中	不是现房交房日期2022月9月份左右
1	2946	1	房子里家具	好
0	2946	2	看	PHONE 电话 微信同号
0	2946	3	您好!房子学位	中间楼层 15层到顶 中上 好楼层
0	2946	4	能够看房	好
1	2947	0	有没有带家具性价比	没谈过
0	2947	1	请问套房增值税	两套房子勇拓洋楼装修看房钥匙
0	2947	2	有税	随时
0	2948	0	看放不方便	试一下看下不能收到通知
0	2948	1	明天看	不是很远骑单车10多分钟
0	2948	2	房子看	您好发房子还链家所有房源均真实售房源想看看帮约业主时间
0	2948	3	您好想咨询恒兴棕榈公馆小区	完美户型
0	2948	4	今天看	双龙新区
1	2949	0	谈成38013万多税	不要实地去看看
0	2949	1	装修好	一下手快错😅
0	2950	0	套房源价格优惠空间	打电话说
0	2950	1	税费	越秀区最大公园
1	2951	0	能够看房	您好看还看房子买合适推荐几套
0	2951	1	几期	业主工作原因特此出售房源户型小区卖64万单层属于两层66万
0	2951	2	套房源价格优惠空间	明天先约一下业主
0	2951	3	1450以下可能	钥匙方便现场看一看
0	2951	4	其他费用议价空间	业主证办晚 没满两年
1	2952	0	现在从线上看房	贼高
1	2952	1	临街	估计看不了
0	2952	2	小区中海阳光玫瑰园初中学位	开发商精装修中央空调地暖都
1	2953	0	房子	7楼满二
0	2953	1	毛坯	盒马生鲜
0	2953	2	中午过去看看预约一下看房	5期考虑楼层比较低
0	2954	0	两套底价	没有
0	2954	1	初中	满二不好意思看错房子
0	2954	2	一起看水映蓝庭那套	业主目前最低274万
1	2955	0	周边配套	90万估计悬先看房看合适业主见面聊
0	2955	1	套房源价格优惠空间	行马上落实下
0	2955	2	还降	业主现在425万签字
0	2956	0	这套房子现在看	随时看房
1	2956	1	阁楼装修	先看看满意约房东面谈一下
0	2956	2	今天看业主价格上谈不	出小区门口地铁站
0	2957	0	套房价格降价空间	应该
0	2957	1	几套一起看	暂时还没有钥匙
0	2957	2	顶楼有税	比较喜欢恒富花园小区
0	2958	0	过二	大部分都两年
0	2958	1	房东不肯降低价格	现在几套那天看不卖
0	2958	2	明年满两年	房东很诚意卖现在小区里三房1400万这套四房1650左右房东愿意卖
1	2959	0	周边设施	咨询属于开发区一小学区房
1	2959	1	精装修满五唯一	方便
0	2959	2	房子80年代还贷款	展览路片区
1	2959	3	奥莱汇地方	😊
0	2959	4	看房方便	价格再谈
0	2960	0	小区都精装修	现在没住人
0	2960	1	啥时候看房	不选择2楼
0	2960	2	能够看房	好👌🏻
0	2960	3	价格谈	我算好税
0	2960	4	房子满几	想采光好点考虑两套竖厅户型刚刚咨询橫厅户型客厅会一点遮挡
0	2961	0	上次房子看	稍等一下
0	2961	1	套房产证几年	想看房
0	2961	2	您好请问房子周边学校	但洞眼不临
0	2962	0	您好想咨询七街公馆小区	项女士
0	2962	1	不能看	楼层要求
0	2962	2	想约之前了解清楚房子情况	10楼都挂320万
0	2963	0	看	😌记得请假奥
1	2963	1	介绍一下大慨情况	大连疫情稳定
0	2963	2	不动产证	好老师
1	2964	0	之前那套房子业主还便宜不	看
0	2964	1	麻烦带看一下这套房子	目前高新区外国语
0	2964	2	房东家具家电牌子	问一下满五没有
1	2965	0	房子看	过来
0	2965	1	房子太阳	首套首付三成一百万房子首付三十万二套首付六成一百万房子首付六十万
0	2965	2	想了解一下这套房子	租
0	2965	3	房产证还没有下	接受钱
0	2965	4	1楼采光虫子 好好考虑下	26号楼16楼顶
0	2966	0	房子靠近湖马路	讲好深奥😅
0	2966	1	能聊	发错
0	2966	2	家具爷不带	这套房子12楼中层楼
1	2967	0	套房源价格优惠空间	方便留个电话
0	2967	1	您好正在看恒大嘉州城房子	刚刚微信推得这套博兰苑
0	2967	2	满几年	置信D区有跃层装修保护很好带看看
0	2968	0	空间大	客户才允许看房
0	2968	1	房价是不是要降	👌
0	2968	2	价格有谈空间	方便去看一下实地
1	2969	0	房子不不能看房	顶层复式 总高18层
0	2969	1	小学对应小学	方便带实地去看下
0	2969	2	一层方便看都看看	滨湖双本部学区房
0	2970	0	这套税费大概	增值税契税税
1	2970	1	您好想咨询中铁北城时代小区	增值税大概50几万
0	2970	2	只能看147	卖租
1	2971	0	首付五成加上税是	现在才上二年级
0	2971	1	首付几成	称呼
0	2971	2	房证不动产证	想要挂学区
0	2971	3	房证	马上帮联系一下
0	2971	4	你好小区带学校	八一小学
0	2972	0	您好想咨询淮安市市级机关西院生活区小区	好问题随时联系商业类很熟悉
0	2972	1	有没有带家具性价比	2期
0	2972	2	怎能	过来
0	2972	3	看	目前户型最合适一套
0	2972	4	这套房子首付	就要看喜欢风格每个房东都特定要求
1	2973	0	其他费用议价空间	这套没有
1	2973	1	带深外中学	我发卡片
1	2974	0	套房源价格优惠空间	考虑价位
1	2974	1	01户 02户	你好
0	2975	0	这套房子最低	成都37中成都实验中学光华校区
0	2975	1	家具家电都带	单价2.3万左右
0	2975	2	想看一下房子带看一下	3房总高11层目前有套3楼5楼
0	2976	0	明天看不	约好姐
0	2976	1	初中学区	房子优惠空间不是很大
0	2976	2	装修家具不怎么样倒	请问主要考虑川沙学区房
0	2976	3	房产证	留电话帮约下
0	2976	4	您好请问房子周边学校	不卖没有证房子一点放心
0	2977	0	能够看房	留一下电话
0	2977	1	不靠路	总价考虑
0	2978	0	小区房子房本都没过两年两年	整体设计风格比较舒服
1	2978	1	房子看一下	这是5楼
0	2978	2	附近h户型	户型小区比较稀缺带去看下
0	2979	0	装修好像中介装	加个微信我发一下户型
0	2979	1	想约之前了解清楚房子情况	天山小学
0	2979	2	能够看房	不大建议考虑房子
0	2979	3	装修	感兴趣看一下房子
0	2979	4	能够看房	几套比较优质打开看看合适不合适
1	2980	0	满二出税	最近不太方便看
0	2980	1	中学	学校二小三中
1	2981	0	看房	到时候再谈谈
0	2981	1	您好想了解友和里即将上架1室房源报价	明天时间
0	2981	2	周围绿化情况	暂时主要时间不算久满二对来说
1	2982	0	您好请问房子周边学校	正常费用
0	2982	1	没有证件齐全	对口南湖一小南湖中学
0	2982	2	新修学校	旁边儿亦庄金茂悦金茂府
0	2983	0	小学上	换房
0	2983	1	房东价格下降空间	武汉没房首套
0	2983	2	小学	说下房子需求匹配房子
0	2983	3	是不是户型	不要多税
0	2983	4	交税	西津桥站
0	2984	0	看	好
1	2984	1	首付五成加上税是	考虑来看房
1	2985	0	价格谈	提前预约
0	2985	1	你好房产证	大概几点
0	2985	2	税	首套最贷款303万
1	2986	0	 都精装	这套房子还
0	2986	1	一期	名字
0	2986	2	说实话不想去实地看	产权不满五年业主一个点税
1	2987	0	去看看	航华四村370万还消息
1	2987	1	这是一期	价格方面还谈
0	2988	0	您好请问房子周边学校	这套房子看江景
1	2988	1	带家电	好
0	2988	2	明天准备去看看	电话
1	2989	0	看房子	房子看中
0	2989	1	您好想咨询远太大厦小区	知道提前业主约好时间
0	2989	2	这套房子带家具家电  空房出售	看房还之前方便点
0	2989	3	您好请问房子周边学校	下穿还不算吵
0	2989	4	能够看房	图
0	2990	0	您好正在看广阳城房子	现在一套降价房子精装修
0	2990	1	其他费用议价空间	价格暂时没有空间
0	2990	2	装修	说改套四
0	2990	3	现在看房	6楼望小区花园
0	2990	4	找上看看房子	户型
0	2991	0	鹭江花园周围	房子喜欢想谈价格可能没余地经验大概会便宜最一两万样子口头上问房东房东不会报底价最终价格桌面上谈下来到时候不满意价格不签合同
0	2991	1	房子能贷年	中高楼层  朝南  采光充足  通风效果好
0	2991	2	图片毛坯	钥匙
0	2992	0	读学校	名册
0	2992	1	价格浮动	单元门
0	2992	2	您好请问房子周边学校	好
1	2993	0	牡丹花园都没有房本	看看完意义不大业主还要求尽量放高点
0	2993	1	房子马路否	实验中学中华路幼儿园小学
0	2993	2	想看一下这套房子方便	价位不占优势上个月成交4套价位都5961之间户型北户最好边户南户贝壳上看不到
0	2994	0	阳光	你好公司房子附近多套此类房源供参考随时联系预约看房😁
0	2994	1	能够看房	13层800万抵押价格1200快目前谈
0	2994	2	您好请问房子周边学校	幼儿园公立读红瓦幼儿园
0	2994	3	房价降	看看小区推荐
1	2995	0	您好正在看上大阳光乾宁园小区	首套
1	2995	1	靠河边	称呼
0	2995	2	明天10.30看	12年营业
0	2995	3	价格还谈	目前第五大道两套两房售
0	2996	0	尚河居	闻淘价格一点点高请问下预算大概
1	2996	1	谈到	之前客户想业主谈出价950想业主见面业主没见
1	2997	0	这套不能看	到时候谈好回来签合同就行了
0	2997	1	毛坯房是不是	业主聊700万卖估计价格谈比较费劲
0	2997	2	价格浮动	之前说房子
0	2998	0	现在房子看不	电梯房两房都超过400万
1	2998	1	下周想来看一下	好
1	2998	2	您好想了解高境一村即将上架2室房源报价	看
1	2999	0	小区附近有没有看	改善这种购买实力选择
0	2999	1	套房源价格优惠空间	房子2楼
0	2999	2	您好正在看融创依云郡房子	……
0	3000	0	您好正在看东门永新街59号房子	大概钱预算
1	3000	1	几楼影响采光	肯定配
0	3000	2	费用合计起来首付	周末时间
0	3000	3	估计南北通透这套最低价	好稍
0	3000	4	北师大附中市重点中学	这套房子明天下午6点到7点看房时间看一下
0	3001	0	咨询下祥和小区	顶楼挑跃户型
0	3001	1	南区	看房很方便留个联系方式有空直接过来看更直观
1	3001	2	套房价格降价空间	看一下 私产
1	3002	0	三期	前面先办贷款赎楼解押手续
0	3002	1	山临街	不客气
0	3002	2	看房	方便留个电话
0	3002	3	房产证	这是6层
0	3002	4	您好请问房子周边学校	vr带看看
0	3003	0	最低见过	随时
0	3003	1	五环外房子是不是最高贷款额	读小学不是学区房
1	3003	2	房子看	明天看
0	3004	0	要求全款	业主意思价格面谈没有底价
1	3004	1	大路边里面	我加微信时间随时联系
1	3004	2	采光好	做低房价
1	3005	0	总税费	问一下
0	3005	1	118这价包含家具家电	恒大三室
1	3005	2	看看	中学南昌新世界分校
1	3006	0	这是户型	目前底价
1	3006	1	不是刚两年	户型西户
0	3006	2	小区有没有对口学校	方便说下需求找找
0	3007	0	明天下午看	这套房子看
0	3007	1	没证	我刚业主聊
0	3007	2	独立房产证	过户
0	3007	3	临街	顶加阁
1	3008	0	您好请问房子周边学校	不用一次付清
1	3008	1	马路外环	省去一部分钱
0	3008	2	房子方便看	看套三
1	3008	3	您好想了解恒基国际即将上架1室房源报价	好
0	3008	4	现在看	说
0	3009	0	贷款能贷	过来之前业主打电话去物业钥匙
1	3009	1	您好请问房子周边学校	这是联排有天
0	3009	2	好谈谈点	一次
0	3010	0	都不得缴契税	檀香花苑这种一室户目前六套在售
0	3010	1	现在房主降	请问贵姓
0	3010	2	价格还再低些	您好考虑换房首次南京购房
0	3010	3	简单介绍一下	好好王会杰麻烦一下非常高兴认识
0	3010	4	380各付各税考虑入手	后来疫情搁置
1	3011	0	全款买税费	今天中铁出来89平套三
0	3011	1	房产证	想了解方面介绍一下
0	3011	2	上次交易	😓
0	3012	0	学校 附近	好再帮看看有没有
0	3012	1	产权	这套叠加别墅
0	3012	2	您好请问房子周边学校	好
0	3012	3	增值税	210万这套首付63万贷款147万
0	3013	0	大税钱	坪山区实验学校
1	3013	1	贷款最多能贷年	好方便加微信经常会发性价比比较高房源
0	3013	2	介绍一下大慨情况	金都校区
0	3014	0	采光影响	随时都
0	3014	1	长椿街小学对口初中	加油站后身
0	3014	2	南苑北里一区上学校	265
0	3015	0	首付六月底	大学诚两套看看
0	3015	1	配套都	房子朝南性价很高
0	3015	2	看几套	链家经纪人NAME很高兴为您服务帮到
1	3016	0	不能看喃	小区位于南城大道建于19982005年附近超市华联超市惠工路店周边生活配套齐全
0	3016	1	您好请问户型优缺点	你好免贵姓朱称呼小朱行
0	3016	2	您好请问房子周边学校	翠屏山小学百家湖中学
0	3017	0	装是不是中央空调	21号到期
0	3017	1	请问满二	好
0	3017	2	有证	这套看
0	3017	3	套房源价格优惠空间	约哪套房子
0	3017	4	两套都看	早安
1	3018	0	装修送家电	交通有没有要求
0	3018	1	哪套看	有空建议实地看看先
0	3018	2	税费几多	330两天有客谈
1	3019	0	您好请问看房	现在时间去看看实房
1	3019	1	您好正在看经八路2号小区	采光都没有问题
0	3019	2	单间配套	56
0	3020	0	便宜	您好
0	3020	1	小区街道 学区	没有贷款纠纷这套房子现在做公证暂时没有办法签字
0	3020	2	套房对口小学	时间都有空
0	3020	3	满几	不行
0	3020	4	税费高	问问
0	3021	0	有证	住
0	3021	1	现在看	主要想买大
0	3021	2	能带看	我加下微信新房子第一时间联系发给您方便之间沟通
0	3021	3	现在说不是税	单价这套最便宜缺点双拼两个证
0	3021	4	位置遮挡装修好	这套房子真实在售
1	3022	0	小区附近公园	有套22楼没个税没增值税425万挂牌
0	3022	1	满几年没有	目前业主说价格如果说支付方式好还聊如果说全款价格空间还更大一点具体没钱看支付方式
0	3022	2	房子税	天空之城上江北中央公园正对面
0	3023	0	大概能谈	具体能少没说
0	3023	1	底价	旁边呼家楼中心团结湖分校低年级部
0	3023	2	300可能	没问题联系方式一下
1	3024	0	双税	去谈
1	3024	1	中华新村单开间看房方便	7千多
0	3024	2	您好请问房子周边学校	现在中意学区
0	3024	3	地方	132
0	3024	4	税费一次性付对	具体看首付
0	3025	0	公积金贷款	刚刚上
1	3025	1	50w下来	小学南京市御道街小学中学南京行知实验中学学校要求
1	3025	2	9号楼会不会堵采光	不错
1	3026	0	能够看房	你付意向金  房东去谈
0	3026	1	房子多钱下来	key谈
0	3026	2	小学	小区云南路地铁口
0	3027	0	16栋东边西边	PHONE
1	3027	1	你好 有大税	大概5万左右
0	3027	2	价格还谈	这套房子钥匙实地去看VR在线带看😁
0	3028	0	请问临街	没得
0	3028	1	其他费用议价空间	高层112平最近成交两套
0	3028	2	好想再了解一下卖这套一栋	您好之前咨询矿山南村小区新上房源不知道是否感兴趣
0	3029	0	不知道西区11楼谈下来	周围永清路小学惠济路小学长春街小学解放中学
0	3029	1	位置	百色路
0	3029	2	能够看房	有心出售不用开放盘时间
0	3029	3	看房方便	坦洲路口很近
0	3029	4	咨询下祥和小区	考虑挂通知我哈咱家房子朝西会相对朝南朝东难卖一点
0	3030	0	价格不能便宜	小区二栋
0	3030	1	今天安排看房子	带看
0	3030	2	房价空间	不是中间位置
0	3030	3	小区按揭	2房间房间比较小
0	3030	4	35万 可卖	好
1	3031	0	您好想咨询山海津小区	好写给
0	3031	1	您好请问房子周边学校	明白
0	3031	2	会挡光	现在系统上很多不同面积不同户型房
1	3032	0	现场看	好
0	3032	1	看	时间带看看
0	3032	2	全款610不能贷款	好
0	3033	0	看	去年9月份才办证
0	3033	1	货款	不好意思
0	3033	2	有税	绿波小区几栋楼框架
0	3034	0	一起看看	缺点楼层不算太高 看不到湖
0	3034	1	您好想了解荣安月园即将上架3室房源报价	看明天有空看看
1	3034	2	增值税	需要了解
1	3035	0	能够看房	电话
0	3035	1	看房	单价九千左右
0	3035	2	能够看房	钥匙实地看房
1	3036	0	首付	链家网上挂房子已经好审核放心大胆买
0	3036	1	中学	链家地产NAME很高兴为您服务
0	3036	2	你好明天时间带看下房子	没有户型卖
1	3037	0	这栋学校	看准备好久看房
0	3037	1	贷款	觉得看好房子接受
0	3037	2	这套最低价好多	换乘公交
0	3038	0	这套价格空间大	这是正常房子
0	3038	1	周围环境安静	3.3期房源不
